Name,Card Type,Type,Set,Image,Rarity
Tulip,Trainer,,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/244/high.png,Ultra Rare
Aerodactyl GX,Pokemon,Fighting,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/244/high.png,Secret Rare
Gallade,Pokemon,Psychic,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/244/high.png,Secret Rare
Fusion Strike Energy,Energy,,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/244/high.png,Uncommon
Gardevoir ex,Pokemon,Psychic,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/245/high.png,Special illustration rare
Koraidon ex,Pokemon,Fighting,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/245/high.png,Hyper rare
Copperajah ex,Pokemon,Metal,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/245/high.png,Ultra Rare
Garchomp ex,Pokemon,Water,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/245/high.png,Special illustration rare
Mega Sableye & Tyranitar GX,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/245/high.png,Secret Rare
Mimikyu,Pokemon,Psychic,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/245/high.png,Secret Rare
Celebi V,Pokemon,Grass,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/245/high.png,Ultra Rare
Great Tusk ex,Pokemon,Fighting,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/246/high.png,Special illustration rare
Noivern ex,Pokemon,Dragon,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/246/high.png,Ultra Rare
Golisopod ex,Pokemon,Water,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/246/high.png,Special illustration rare
Mawile GX,Pokemon,Metal,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/246/high.png,Secret Rare
Excadrill,Pokemon,Fighting,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/246/high.png,Secret Rare
Tsareena V,Pokemon,Grass,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/246/high.png,Ultra Rare
Koraidon ex,Pokemon,Fighting,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/247/high.png,Special illustration rare
Squawkabilly ex,Pokemon,Colorless,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/247/high.png,Ultra Rare
Tapu Koko ex,Pokemon,Lightning,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/247/high.png,Special illustration rare
Garchomp & Giratina GX,Pokemon,Dragon,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/247/high.png,Secret Rare
Steelix,Pokemon,Metal,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/247/high.png,Secret Rare
Chandelure V,Pokemon,Fire,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/247/high.png,Ultra Rare
Iron Treads ex,Pokemon,Metal,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/248/high.png,Special illustration rare
Boss's Orders,Trainer,,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/248/high.png,Ultra Rare
Iron Hands ex,Pokemon,Lightning,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/248/high.png,Special illustration rare
Dragonite GX,Pokemon,Dragon,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/248/high.png,Secret Rare
Stoutland,Pokemon,Colorless,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/248/high.png,Secret Rare
Crabominable V,Pokemon,Water,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/248/high.png,Ultra Rare
Arven,Trainer,,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/249/high.png,Special illustration rare
Clavell,Trainer,,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/249/high.png,Ultra Rare
Iron Valiant ex,Pokemon,Psychic,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/249/high.png,Special illustration rare
Naganadel GX,Pokemon,Dragon,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/249/high.png,Secret Rare
Venusaur & Snivy GX,Pokemon,Grass,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/249/high.png,Secret Rare
Boltund V,Pokemon,Lightning,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/249/high.png,Ultra Rare
M Manectric EX,Pokemon,Lightning,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/24a/high.png,Rare
Ninetales,Pokemon,Fire,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/25/high.png,Rare
Politoed,Pokemon,Water,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/25/high.png,Rare
Raichu,Pokemon,Lightning,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/25/high.png,Rare
Team Aqua's Carvanha,Pokemon,Water,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/25/high.png,Uncommon
Hitmonlee,Pokemon,Fighting,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/25/high.png,Rare
Medicham,Pokemon,Fighting,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/25/high.png,Rare
Hypno,Pokemon,Psychic,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/25/high.png,Rare
Misdreavus,Pokemon,Psychic,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/25/high.png,Rare
Solrock,Pokemon,Fighting,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/25/high.png,Rare
Vaporeon,Pokemon,Water,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/25/high.png,Rare
Combusken,Pokemon,Fire,Emerald,https://assets.tcgdex.net/en/ex/ex9/25/high.png,Uncommon
Shiftry,Pokemon,Grass,Deoxys,https://assets.tcgdex.net/en/ex/ex8/25/high.png,Rare
Snow-cloud Castform,Pokemon,Water,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/25/high.png,Rare
Zangoose,Pokemon,Colorless,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/25/high.png,Rare
Aron,Pokemon,Metal,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/25/high.png,Uncommon
Porygon2,Pokemon,Colorless,Delta Species,https://assets.tcgdex.net/en/ex/ex11/25/high.png,Rare
Nosepass,Pokemon,Fighting,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/25/high.png,Rare
Xatu δ,Pokemon,Darkness,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/25/high.png,Rare
Combusken,Pokemon,Fire,Dragon,https://assets.tcgdex.net/en/ex/ex3/25/high.png,Uncommon
Toedscool,Pokemon,Grass,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/025/high.png,Common
Pikachu,Pokemon,Lightning,151,https://assets.tcgdex.net/en/sv/sv03.5/025/high.png,Common
Bloodmoon Ursaluna,Pokemon,Fighting,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/025/high.png,Rare
Iron Leaves ex,Pokemon,Grass,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/025/high.png,Double rare
Scovillain,Pokemon,Grass,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/025/high.png,Rare
Starmie,Pokemon,Psychic,Neo Revelation,https://assets.tcgdex.net/en/neo/neo3/25/high.png,Rare
Natu,Pokemon,Psychic,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/025/high.png,Common
Kabutops,Pokemon,Water,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/25/high.png,Rare
Sneasel,Pokemon,Darkness,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/25/high.png,Rare
Light Machamp,Pokemon,Fighting,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/25/high.png,Rare
Rellor,Pokemon,Grass,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/025/high.png,Common
Clauncher,Pokemon,Water,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/25/high.png,Common
Charcadet,Pokemon,Fire,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/025/high.png,Common
Torchic,Pokemon,Fire,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/25/high.png,Common
Ekans,Pokemon,Psychic,Hidden Fates,https://assets.tcgdex.net/en/sm/sm115/25/high.png,Common
Teal Mask Ogerpon ex,Pokemon,Grass,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/025/high.png,Double rare
Salazzle GX,Pokemon,Fire,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/25/high.png,Ultra Rare
Silcoon,Pokemon,Grass,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/25/high.png,Uncommon
Ledian,Pokemon,Grass,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/25/high.png,Rare
Crawdaunt,Pokemon,Water,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/25/high.png,Rare
Weavile,Pokemon,Darkness,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/25/high.png,Rare
Torkoal,Pokemon,Fire,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/25/high.png,Rare
Volcanion,Pokemon,Fire,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/25/high.png,Rare
Lunatone,Pokemon,Fighting,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/25/high.png,Rare
Politoed,Pokemon,Water,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/25/high.png,Rare
Heatran GX,Pokemon,Fire,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/25/high.png,Ultra Rare
Flareon,Pokemon,Fire,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/25/high.png,Uncommon
Torracat,Pokemon,Fire,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/25/high.png,Uncommon
Dewgong,Pokemon,Water,Base Set,https://assets.tcgdex.net/en/base/base1/25/high.png,Uncommon
Blastoise,Pokemon,Water,Team Up,https://assets.tcgdex.net/en/sm/sm9/25/high.png,Rare
Flygon,Pokemon,Colorless,Nintendo Black Star Promos,https://assets.tcgdex.net/en/pop/np/25/high.png,Common
Salandit,Pokemon,Fire,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/25/high.png,Common
Manectric,Pokemon,Lightning,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/25/high.png,Uncommon
Kyurem EX,Pokemon,Water,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/25/high.png,Ultra Rare
Alakazam EX,Pokemon,Psychic,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/25/high.png,Ultra Rare
Fennekin,Pokemon,Fire,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/25/high.png,Common
Volcanion,Pokemon,Fire,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/25/high.png,Rare
Team Aqua Admin,Trainer,,Double Crisis,https://assets.tcgdex.net/en/xy/dc1/25/high.png,Uncommon
Dodrio,Pokemon,Colorless,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/25/high.png,Rare
Sealeo,Pokemon,Water,Flashfire,https://assets.tcgdex.net/en/xy/xy2/25/high.png,Uncommon
Pichu,Pokemon,Lightning,Arceus,https://assets.tcgdex.net/en/pl/pl4/25/high.png,Rare
Staryu,Pokemon,Water,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/25/high.png,Common
Hippowdon,Pokemon,Fighting,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/25/high.png,Rare
Braixen,Pokemon,Fire,XY,https://assets.tcgdex.net/en/xy/xy1/25/high.png,Uncommon
Farfetch'd,Pokemon,Colorless,Kalos Starter Set,https://assets.tcgdex.net/en/xy/xy0/25/high.png,None
Torchic,Pokemon,Fire,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/25/high.png,Common
Ninetales,Pokemon,Fire,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/25/high.png,Rare
Articuno,Pokemon,Water,Generations,https://assets.tcgdex.net/en/xy/g1/25/high.png,Ultra Rare
Pachirisu,Pokemon,Lightning,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/25/high.png,Rare
Heatran V,Pokemon,Fire,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/025/high.png,Holo Rare V
Poliwrath,Pokemon,Water,Evolutions,https://assets.tcgdex.net/en/xy/xy12/25/high.png,Rare
Amaura,Pokemon,Water,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/25/high.png,Uncommon
Victini V,Pokemon,Fire,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/25/high.png,Holo Rare V
Electrode,Pokemon,Lightning,Base Set 2,https://assets.tcgdex.net/en/base/base4/25/high.png,Rare
Flying Pikachu,Pokemon,Lightning,Wizards Black Star Promos,https://assets.tcgdex.net/en/base/basep/25/high.png,Common
Charizard,Pokemon,Fire,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/25/high.png,Rare
Lapras,Pokemon,Water,Fossil,https://assets.tcgdex.net/en/base/base3/25/high.png,Rare
Dark Gyarados,Pokemon,Water,Team Rocket,https://assets.tcgdex.net/en/base/base5/25/high.png,Rare
Pinsir,Pokemon,Grass,Jungle,https://assets.tcgdex.net/en/base/base2/25/high.png,Rare
Volcanion V,Pokemon,Fire,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/25/high.png,Holo Rare V
Wimpod,Pokemon,Water,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/025/high.png,Common
Emboar,Pokemon,Fire,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/25/high.png,Holo Rare
Articuno-EX,Pokemon,Water,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/25/high.png,Rare
Eldegoss,Pokemon,Grass,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/25/high.png,Uncommon
Palpitoad,Pokemon,Water,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/25/high.png,Uncommon
Golduck,Pokemon,Water,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/25/high.png,Uncommon
Wailmer,Pokemon,Water,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/25/high.png,Uncommon
Machoke,Pokemon,Fighting,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/25/high.png,Uncommon
Vaporeon,Pokemon,Water,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/25/high.png,Uncommon
Tepig,Pokemon,Fire,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/25/high.png,Common
Volcanion,Pokemon,Water,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/25/high.png,Rare
Basculin,Pokemon,Water,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/25/high.png,Uncommon
Snover,Pokemon,Water,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/25/high.png,Common
Fennekin,Pokemon,Fire,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/025/high.png,Common
Tirtouga,Pokemon,Water,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/25/high.png,Uncommon
Erika's Clefairy,Pokemon,Colorless,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/25/high.png,Rare Holo
Lampent,Pokemon,Fire,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/025/high.png,Uncommon
Koga's Arbok,Pokemon,Grass,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/25/high.png,Rare
Dustox,Pokemon,Psychic,Platinum,https://assets.tcgdex.net/en/pl/pl1/25/high.png,Rare
Hypno,Pokemon,Psychic,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/25/high.png,Rare
Lapras,Pokemon,Water,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/25/high.png,Rare
Feraligatr,Pokemon,Water,Call of Legends,https://assets.tcgdex.net/en/col/col1/25/high.png,Rare
Deoxys Defense Forme,Pokemon,Psychic,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/25/high.png,Rare
Dustox,Pokemon,Grass,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/25/high.png,Rare
Milotic,Pokemon,Water,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/25/high.png,Rare
Monferno,Pokemon,Fire,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/025/high.png,Uncommon
Glalie,Pokemon,Water,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/25/high.png,Rare
Electivire,Pokemon,Lightning,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/25/high.png,Rare
Heatran,Pokemon,Fire,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/25/high.png,Holo Rare
Scizor,Pokemon,Grass,Stormfront,https://assets.tcgdex.net/en/dp/dp7/25/high.png,Rare
Minun,Pokemon,Lightning,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/25/high.png,Rare
Volcarona,Pokemon,Fire,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/025/high.png,Rare
Darmanitan,Pokemon,Fire,Black & White,https://assets.tcgdex.net/en/bw/bw1/25/high.png,Rare
Pignite,Pokemon,Fire,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/25/high.png,Uncommon
Octillery,Pokemon,Water,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/26/high.png,Rare
Poliwrath,Pokemon,Fighting,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/26/high.png,Rare
Rapidash,Pokemon,Fire,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/26/high.png,Rare
Team Aqua's Corphish,Pokemon,Water,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/26/high.png,Uncommon
Hitmontop,Pokemon,Fighting,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/26/high.png,Rare
Pelipper δ,Pokemon,Lightning,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/26/high.png,Rare
Kingler,Pokemon,Water,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/26/high.png,Rare
Quagsire,Pokemon,Water,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/26/high.png,Rare
Spinda,Pokemon,Colorless,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/26/high.png,Rare
Wobbuffet,Pokemon,Psychic,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/26/high.png,Rare
Dodrio,Pokemon,Colorless,Emerald,https://assets.tcgdex.net/en/ex/ex9/26/high.png,Uncommon
Skarmory,Pokemon,Metal,Deoxys,https://assets.tcgdex.net/en/ex/ex8/26/high.png,Rare
Sunny Castform,Pokemon,Fire,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/26/high.png,Rare
Anorith,Pokemon,Fighting,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/26/high.png,Uncommon
Cascoon,Pokemon,Grass,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/26/high.png,Uncommon
Rain Castform,Pokemon,Water,Delta Species,https://assets.tcgdex.net/en/ex/ex11/26/high.png,Rare
Rayquaza δ,Pokemon,Fire,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/26/high.png,Rare
Bayleef δ,Pokemon,Fighting,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/26/high.png,Uncommon
Dratini,Pokemon,Colorless,Dragon,https://assets.tcgdex.net/en/ex/ex3/26/high.png,Uncommon
Toedscruel,Pokemon,Grass,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/026/high.png,Uncommon
Raichu,Pokemon,Lightning,151,https://assets.tcgdex.net/en/sv/sv03.5/026/high.png,Rare
Slither Wing,Pokemon,Fighting,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/026/high.png,Uncommon
Ponyta,Pokemon,Fire,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/026/high.png,Common
Charmander,Pokemon,Fire,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/026/high.png,Common
Sudowoodo,Pokemon,Fighting,Neo Revelation,https://assets.tcgdex.net/en/neo/neo3/26/high.png,Rare
Xatu,Pokemon,Psychic,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/026/high.png,Rare
Magnemite,Pokemon,Metal,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/26/high.png,Rare
Aipom,Pokemon,Colorless,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/26/high.png,Uncommon
Light Piloswine,Pokemon,Water,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/26/high.png,Rare
Rellor,Pokemon,Grass,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/026/high.png,Common
Clawitzer,Pokemon,Water,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/26/high.png,Rare
Charcadet,Pokemon,Fire,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/026/high.png,Common
Torchic,Pokemon,Fire,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/26/high.png,Common
Ekans,Pokemon,Psychic,Hidden Fates,https://assets.tcgdex.net/en/sm/sm115/26/high.png,Common
Vulpix,Pokemon,Fire,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/026/high.png,Common
Turtonator,Pokemon,Fire,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/26/high.png,Rare
Beautifly,Pokemon,Grass,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/26/high.png,Rare
Meganium,Pokemon,Grass,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/26/high.png,Rare
Feebas,Pokemon,Water,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/26/high.png,Common
Flareon,Pokemon,Fire,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/26/high.png,Uncommon
Tyranitar,Pokemon,Darkness,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/26/high.png,Rare
Litten,Pokemon,Fire,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/26/high.png,Common
Machamp,Pokemon,Fighting,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/26/high.png,Rare
Delibird,Pokemon,Water,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/26/high.png,Common
Victini,Pokemon,Fire,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/26/high.png,Rare
Slugma,Pokemon,Fire,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/26/high.png,Common
Incineroar,Pokemon,Fire,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/26/high.png,Rare
Dratini,Pokemon,Colorless,Base Set,https://assets.tcgdex.net/en/base/base1/26/high.png,Uncommon
Psyduck,Pokemon,Water,Team Up,https://assets.tcgdex.net/en/sm/sm9/26/high.png,Common
Tropical Wind,Trainer,,Nintendo Black Star Promos,https://assets.tcgdex.net/en/pop/np/26/high.png,Common
Salazzle,Pokemon,Fire,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/26/high.png,Rare
Thundurus EX,Pokemon,Lightning,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/26/high.png,Ultra Rare
Jolteon,Pokemon,Lightning,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/26/high.png,Rare
M Alakazam EX,Pokemon,Psychic,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/26/high.png,Ultra Rare
Braixen,Pokemon,Fire,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/26/high.png,Uncommon
Volcanion EX,Pokemon,"Fire,water",Steam Siege,https://assets.tcgdex.net/en/xy/xy11/26/high.png,Ultra Rare
Team Aqua Grunt,Trainer,,Double Crisis,https://assets.tcgdex.net/en/xy/dc1/26/high.png,Uncommon
Dusknoir FB,Pokemon,Psychic,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/26/high.png,Rare
Walrein,Pokemon,Water,Flashfire,https://assets.tcgdex.net/en/xy/xy2/26/high.png,Rare
Porygon-Z,Pokemon,Colorless,Arceus,https://assets.tcgdex.net/en/pl/pl4/26/high.png,Rare
Gyarados EX,Pokemon,Water,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/26/high.png,Ultra Rare
Jolteon,Pokemon,Lightning,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/26/high.png,Rare
Delphox,Pokemon,Fire,XY,https://assets.tcgdex.net/en/xy/xy1/26/high.png,Rare
Snorlax,Pokemon,Colorless,Kalos Starter Set,https://assets.tcgdex.net/en/xy/xy0/26/high.png,None
Torchic,Pokemon,Fire,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/26/high.png,Uncommon
Ninetales V,Pokemon,Fire,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/26/high.png,Holo Rare V
Pikachu,Pokemon,Lightning,Generations,https://assets.tcgdex.net/en/xy/g1/26/high.png,Common
Joltik,Pokemon,Lightning,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/26/high.png,Common
Heatran VMAX,Pokemon,Fire,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/026/high.png,Holo Rare VMAX
Slowbro EX,Pokemon,Water,Evolutions,https://assets.tcgdex.net/en/xy/xy12/26/high.png,Ultra Rare
Aurorus,Pokemon,Water,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/26/high.png,Rare
Heatmor,Pokemon,Fire,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/26/high.png,Uncommon
Kangaskhan,Pokemon,Colorless,Base Set 2,https://assets.tcgdex.net/en/base/base4/26/high.png,Rare
Pikachu,Pokemon,Lightning,Wizards Black Star Promos,https://assets.tcgdex.net/en/base/basep/26/high.png,Common
Flareon,Pokemon,Fire,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/26/high.png,Rare
